workerid,gender,age,nativeLanguage,browser,browserVersion,browserOS,behaviorID.1,behaviorID.2,behaviorID.3,behaviorID.4,behaviorID.5,behaviorID.6,behaviorID.7,behaviorID.8,behaviorID.9,behaviorID.10,behaviorID.11,behaviorID.12,behaviorID.13,behaviorID.14,behaviorID.15,behaviorID.16,behaviorID.17,behaviorID.18,behaviorID.19,behaviorID.20,behaviorType.1,behaviorType.2,behaviorType.3,behaviorType.4,behaviorType.5,behaviorType.6,behaviorType.7,behaviorType.8,behaviorType.9,behaviorType.10,behaviorType.11,behaviorType.12,behaviorType.13,behaviorType.14,behaviorType.15,behaviorType.16,behaviorType.17,behaviorType.18,behaviorType.19,behaviorType.20,behavior.1,behavior.2,behavior.3,behavior.4,behavior.5,behavior.6,behavior.7,behavior.8,behavior.9,behavior.10,behavior.11,behavior.12,behavior.13,behavior.14,behavior.15,behavior.16,behavior.17,behavior.18,behavior.19,behavior.20,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,order.11,order.12,order.13,order.14,order.15,order.16,order.17,order.18,order.19,order.20,likelihoodRatingsDesireRaw.1,likelihoodRatingsDesireRaw.2,likelihoodRatingsDesireRaw.3,likelihoodRatingsDesireRaw.4,likelihoodRatingsDesireRaw.5,likelihoodRatingsDesireRaw.6,likelihoodRatingsDesireRaw.7,likelihoodRatingsDesireRaw.8,likelihoodRatingsDesireRaw.9,likelihoodRatingsDesireRaw.10,likelihoodRatingsDesireRaw.11,likelihoodRatingsDesireRaw.12,likelihoodRatingsDesireRaw.13,likelihoodRatingsDesireRaw.14,likelihoodRatingsDesireRaw.15,likelihoodRatingsDesireRaw.16,likelihoodRatingsDesireRaw.17,likelihoodRatingsDesireRaw.18,likelihoodRatingsDesireRaw.19,likelihoodRatingsDesireRaw.20,likelihoodRatingsBeliefRaw.1,likelihoodRatingsBeliefRaw.2,likelihoodRatingsBeliefRaw.3,likelihoodRatingsBeliefRaw.4,likelihoodRatingsBeliefRaw.5,likelihoodRatingsBeliefRaw.6,likelihoodRatingsBeliefRaw.7,likelihoodRatingsBeliefRaw.8,likelihoodRatingsBeliefRaw.9,likelihoodRatingsBeliefRaw.10,likelihoodRatingsBeliefRaw.11,likelihoodRatingsBeliefRaw.12,likelihoodRatingsBeliefRaw.13,likelihoodRatingsBeliefRaw.14,likelihoodRatingsBeliefRaw.15,likelihoodRatingsBeliefRaw.16,likelihoodRatingsBeliefRaw.17,likelihoodRatingsBeliefRaw.18,likelihoodRatingsBeliefRaw.19,likelihoodRatingsBeliefRaw.20,likelihoodRatingsEmotionRaw.1,likelihoodRatingsEmotionRaw.2,likelihoodRatingsEmotionRaw.3,likelihoodRatingsEmotionRaw.4,likelihoodRatingsEmotionRaw.5,likelihoodRatingsEmotionRaw.6,likelihoodRatingsEmotionRaw.7,likelihoodRatingsEmotionRaw.8,likelihoodRatingsEmotionRaw.9,likelihoodRatingsEmotionRaw.10,likelihoodRatingsEmotionRaw.11,likelihoodRatingsEmotionRaw.12,likelihoodRatingsEmotionRaw.13,likelihoodRatingsEmotionRaw.14,likelihoodRatingsEmotionRaw.15,likelihoodRatingsEmotionRaw.16,likelihoodRatingsEmotionRaw.17,likelihoodRatingsEmotionRaw.18,likelihoodRatingsEmotionRaw.19,likelihoodRatingsEmotionRaw.20,likelihoodRatingsSituationRaw.1,likelihoodRatingsSituationRaw.2,likelihoodRatingsSituationRaw.3,likelihoodRatingsSituationRaw.4,likelihoodRatingsSituationRaw.5,likelihoodRatingsSituationRaw.6,likelihoodRatingsSituationRaw.7,likelihoodRatingsSituationRaw.8,likelihoodRatingsSituationRaw.9,likelihoodRatingsSituationRaw.10,likelihoodRatingsSituationRaw.11,likelihoodRatingsSituationRaw.12,likelihoodRatingsSituationRaw.13,likelihoodRatingsSituationRaw.14,likelihoodRatingsSituationRaw.15,likelihoodRatingsSituationRaw.16,likelihoodRatingsSituationRaw.17,likelihoodRatingsSituationRaw.18,likelihoodRatingsSituationRaw.19,likelihoodRatingsSituationRaw.20,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,reactionTime.11,reactionTime.12,reactionTime.13,reactionTime.14,reactionTime.15,reactionTime.16,reactionTime.17,reactionTime.18,reactionTime.19,reactionTime.20
76,M,25,English,Chrome,47,Windows,19,12,9,8,20,4,6,5,7,15,3,13,14,10,1,18,11,17,16,2,ambiguous,expressions,expressions,expressions,ambiguous,intentional,intentional,intentional,expressions,unintentional,intentional,unintentional,unintentional,expressions,intentional,ambiguous,expressions,unintentional,unintentional,intentional,ignored Greg's arguments,danced,yelled loudly,cried,interrupted his mother,stole a pound of peaches,watered his new plants,invited Sue to have lunch,smiled,yawned during a lecture,bought a round of drinks for everyone,fell down,won the lottery,jumped up and down,read a book,drove above the speed limit,laughed,stubbed his toe,snored in his sleep,bought a drink,18,11,8,7,19,3,5,4,6,14,2,12,13,9,0,17,10,16,15,1,9,7,6,38,95,98,44,97,2,1,67,0,2,1,97,100,2,0,0,100,94,20,59,35,95,3,2,71,46,14,2,46,2,1,22,1,2,3,0,0,56,96,95,96,95,3,1,98,99,98,97,98,3,96,32,73,100,2,0,99,3,80,61,95,54,58,46,23,22,16,7,100,0,49,52,54,34,43,22,48,14193,10382,11550,14809,28653,9289,7160,11897,13710,14875,11940,27319,12956,26032,58454,13817,9676,9395,12487,9234
77,M,55,English,Chrome,47,Windows,15,20,4,1,6,19,12,13,16,5,18,2,10,8,7,3,9,17,11,14,unintentional,ambiguous,intentional,intentional,intentional,ambiguous,expressions,unintentional,unintentional,intentional,ambiguous,intentional,expressions,expressions,expressions,intentional,expressions,unintentional,expressions,unintentional,yawned during a lecture,interrupted his mother,stole a pound of peaches,read a book,watered his new plants,ignored Greg's arguments,danced,fell down,snored in his sleep,invited Sue to have lunch,drove above the speed limit,bought a drink,jumped up and down,cried,smiled,bought a round of drinks for everyone,yelled loudly,stubbed his toe,laughed,won the lottery,14,19,3,0,5,18,11,12,15,4,17,1,9,7,6,2,8,16,10,13,1,88,99,63,99,8,60,1,2,99,98,84,13,9,33,76,50,0,2,16,6,89,9,62,1,51,9,1,2,6,17,2,53,66,61,51,49,0,51,1,11,76,2,50,1,74,99,1,2,89,19,72,100,98,99,91,82,0,98,2,99,98,61,25,100,75,61,99,98,51,65,38,51,68,70,45,82,99,52,98,37082,31515,20359,20003,19236,28376,39365,11061,14433,15401,21513,20027,15538,15901,18150,26288,25941,13830,18738,11454
78,F,35,English,Firefox,43,Windows,2,11,17,18,14,5,13,7,16,4,10,8,6,15,9,3,1,20,12,19,intentional,expressions,unintentional,ambiguous,unintentional,intentional,unintentional,expressions,unintentional,intentional,expressions,expressions,intentional,unintentional,expressions,intentional,intentional,ambiguous,expressions,ambiguous,bought a drink,laughed,stubbed his toe,drove above the speed limit,won the lottery,invited Sue to have lunch,fell down,smiled,snored in his sleep,stole a pound of peaches,jumped up and down,cried,watered his new plants,yawned during a lecture,yelled loudly,bought a round of drinks for everyone,read a book,interrupted his mother,danced,ignored Greg's arguments,1,10,16,17,13,4,12,6,15,3,9,7,5,14,8,2,0,19,11,18,51,0,41,100,100,50,69,19,0,100,16,54,100,0,56,40,100,47,54,98,53,66,0,63,21,50,69,32,0,47,51,31,27,0,16,29,7,46,55,0,78,56,41,16,21,50,69,50,0,47,81,82,39,0,36,41,19,47,53,41,54,51,63,85,100,28,69,68,25,79,74,70,52,100,79,40,32,46,53,62,14371,9771,11936,55953,10012,14754,19967,26167,39048,10937,7664,38779,22743,26013,13394,5288,10530,5518,3700,6007
79,M,25,english,Chrome,47,Windows,11,15,6,9,14,2,17,3,5,1,4,16,7,20,19,18,8,13,10,12,expressions,unintentional,intentional,expressions,unintentional,intentional,unintentional,intentional,intentional,intentional,intentional,unintentional,expressions,ambiguous,ambiguous,ambiguous,expressions,unintentional,expressions,expressions,laughed,yawned during a lecture,watered his new plants,yelled loudly,won the lottery,bought a drink,stubbed his toe,bought a round of drinks for everyone,invited Sue to have lunch,read a book,stole a pound of peaches,snored in his sleep,smiled,interrupted his mother,ignored Greg's arguments,drove above the speed limit,cried,fell down,jumped up and down,danced,10,14,5,8,13,1,16,2,4,0,3,15,6,19,18,17,7,12,9,11,29,12,53,39,41,75,5,39,43,41,61,3,19,68,30,71,13,5,34,48,18,12,8,29,3,4,3,2,6,2,9,2,1,5,3,1,64,3,0,3,82,10,7,67,2,56,2,43,54,3,10,2,49,4,58,3,15,7,47,67,57,64,40,36,92,39,81,26,50,24,23,62,15,25,30,27,17,64,39,27,12046,7637,7275,8306,16177,14356,7791,7065,8430,5033,7705,4506,10504,4800,5102,10973,7978,5668,7730,3923
80,M,25,ENGLISH,Chrome,47,Windows,18,15,7,16,20,17,12,6,1,5,4,11,8,19,13,2,14,3,10,9,ambiguous,unintentional,expressions,unintentional,ambiguous,unintentional,expressions,intentional,intentional,intentional,intentional,expressions,expressions,ambiguous,unintentional,intentional,unintentional,intentional,expressions,expressions,drove above the speed limit,yawned during a lecture,smiled,snored in his sleep,interrupted his mother,stubbed his toe,danced,watered his new plants,read a book,invited Sue to have lunch,stole a pound of peaches,laughed,cried,ignored Greg's arguments,fell down,bought a drink,won the lottery,bought a round of drinks for everyone,jumped up and down,yelled loudly,17,14,6,15,19,16,11,5,0,4,3,10,7,18,12,1,13,2,9,8,58,0,7,0,58,0,0,85,14,54,87,0,0,15,0,38,0,17,1,21,11,1,62,0,22,0,37,3,6,70,7,0,8,100,0,7,0,62,12,28,72,38,96,0,48,4,81,0,0,11,0,100,100,31,0,16,0,89,95,52,46,60,54,67,10,100,14,0,28,20,39,65,59,15,100,11,100,42,42,72,14269,7944,8740,16722,7354,9450,8193,9996,9574,13089,8845,7469,9354,8458,5923,7466,5957,6449,7052,6406
81,M,35,English,Firefox,43,Windows,14,6,12,13,8,19,17,18,7,11,1,2,3,4,5,10,15,16,20,9,unintentional,intentional,expressions,unintentional,expressions,ambiguous,unintentional,ambiguous,expressions,expressions,intentional,intentional,intentional,intentional,intentional,expressions,unintentional,unintentional,ambiguous,expressions,won the lottery,watered his new plants,danced,fell down,cried,ignored Greg's arguments,stubbed his toe,drove above the speed limit,smiled,laughed,read a book,bought a drink,bought a round of drinks for everyone,stole a pound of peaches,invited Sue to have lunch,jumped up and down,yawned during a lecture,snored in his sleep,interrupted his mother,yelled loudly,13,5,11,12,7,18,16,17,6,10,0,1,2,3,4,9,14,15,19,8,4,88,73,1,60,54,3,38,4,11,62,64,79,83,56,19,8,4,56,42,4,62,69,0,24,67,4,53,46,51,39,37,70,60,80,78,5,3,39,58,4,45,85,0,94,81,3,8,90,68,82,52,40,15,88,54,87,4,47,67,93,3,53,93,77,72,96,19,64,36,20,21,58,30,24,12,46,9,7,20,27179,186032,5648,13399,9824,10119,7567,43256,41985,7767,7572,175528,6766,5885,8638,8679,8638,13361,10511,8538
82,F,65,English,Chrome,47,Windows,7,17,9,19,16,5,13,10,12,2,3,14,11,8,4,1,20,15,6,18,expressions,unintentional,expressions,ambiguous,unintentional,intentional,unintentional,expressions,expressions,intentional,intentional,unintentional,expressions,expressions,intentional,intentional,ambiguous,unintentional,intentional,ambiguous,smiled,stubbed his toe,yelled loudly,ignored Greg's arguments,snored in his sleep,invited Sue to have lunch,fell down,jumped up and down,danced,bought a drink,bought a round of drinks for everyone,won the lottery,laughed,cried,stole a pound of peaches,read a book,interrupted his mother,yawned during a lecture,watered his new plants,drove above the speed limit,6,16,8,18,15,4,12,9,11,1,2,13,10,7,3,0,19,14,5,17,56,1,64,77,0,92,1,53,75,61,92,3,78,76,99,92,89,1,94,99,2,1,1,80,0,1,59,1,3,0,75,1,58,11,38,86,74,1,4,1,98,72,98,20,0,84,59,98,100,56,82,1,98,99,80,73,85,8,11,77,84,89,88,86,55,79,96,94,68,91,92,98,84,92,95,91,97,93,62,98,22969,63974,23364,28581,15819,35336,26752,25968,30283,19585,16013,19593,14209,25860,43781,14404,13741,25747,31170,13776
83,M,35,English,Firefox,43,Windows,19,15,14,2,3,5,12,13,6,17,10,16,20,7,8,1,4,11,18,9,ambiguous,unintentional,unintentional,intentional,intentional,intentional,expressions,unintentional,intentional,unintentional,expressions,unintentional,ambiguous,expressions,expressions,intentional,intentional,expressions,ambiguous,expressions,ignored Greg's arguments,yawned during a lecture,won the lottery,bought a drink,bought a round of drinks for everyone,invited Sue to have lunch,danced,fell down,watered his new plants,stubbed his toe,jumped up and down,snored in his sleep,interrupted his mother,smiled,cried,read a book,stole a pound of peaches,laughed,drove above the speed limit,yelled loudly,18,14,13,1,2,4,11,12,5,16,9,15,19,6,7,0,3,10,17,8,32,12,0,18,33,47,16,0,67,0,27,0,9,6,11,51,17,13,53,35,45,10,0,6,8,6,5,6,16,2,8,0,9,14,9,20,10,12,8,14,37,11,0,60,84,49,61,6,16,9,79,0,19,74,57,11,15,36,10,37,48,79,100,42,41,27,51,95,37,96,27,100,30,53,57,13,24,54,49,30,120819,15769,12144,12067,47783,11940,10324,14058,9284,9290,17245,12120,8334,10379,21765,9234,8688,8866,15667,9661
84,M,55,English,Chrome,47,Windows,19,9,10,6,16,5,20,13,4,11,14,18,3,7,12,17,1,8,15,2,ambiguous,expressions,expressions,intentional,unintentional,intentional,ambiguous,unintentional,intentional,expressions,unintentional,ambiguous,intentional,expressions,expressions,unintentional,intentional,expressions,unintentional,intentional,ignored Greg's arguments,yelled loudly,jumped up and down,watered his new plants,snored in his sleep,invited Sue to have lunch,interrupted his mother,fell down,stole a pound of peaches,laughed,won the lottery,drove above the speed limit,bought a round of drinks for everyone,smiled,danced,stubbed his toe,read a book,cried,yawned during a lecture,bought a drink,18,8,9,5,15,4,19,12,3,10,13,17,2,6,11,16,0,7,14,1,21,56,48,87,86,93,67,7,92,21,6,87,49,59,49,1,74,3,5,55,81,60,24,11,23,43,26,4,8,12,3,61,26,67,15,7,60,57,9,23,69,83,83,6,64,73,57,8,14,95,0,16,80,83,77,9,8,95,36,39,60,78,54,89,49,32,73,96,18,19,95,28,17,26,28,99,3,15,61,6,23047,11525,23470,61401,12263,123846,40014,71113,55137,22143,47919,76729,40418,40031,38573,83843,155602,13754,11407,11807
85,M,35,English,Chrome,47,Windows,11,8,14,2,7,4,16,19,15,12,9,6,3,20,10,17,1,13,18,5,expressions,expressions,unintentional,intentional,expressions,intentional,unintentional,ambiguous,unintentional,expressions,expressions,intentional,intentional,ambiguous,expressions,unintentional,intentional,unintentional,ambiguous,intentional,laughed,cried,won the lottery,bought a drink,smiled,stole a pound of peaches,snored in his sleep,ignored Greg's arguments,yawned during a lecture,danced,yelled loudly,watered his new plants,bought a round of drinks for everyone,interrupted his mother,jumped up and down,stubbed his toe,read a book,fell down,drove above the speed limit,invited Sue to have lunch,10,7,13,1,6,3,15,18,14,11,8,5,2,19,9,16,0,12,17,4,55,63,61,44,73,65,63,51,48,60,63,61,67,66,68,66,60,44,52,81,45,52,39,29,63,58,51,43,63,54,59,53,59,53,68,57,51,61,64,68,75,93,68,57,87,33,75,62,76,73,78,62,82,74,78,19,72,36,73,47,60,85,68,66,59,86,70,68,43,45,52,46,68,69,55,45,28,88,42,64,8155,10447,11311,11817,6000,17847,11944,16704,6968,18921,4413,14808,6279,13784,14528,15719,10448,7023,9752,13159
86,F,35,English,Firefox,43,Windows,10,15,9,18,13,12,11,5,8,4,20,7,6,16,19,17,3,14,1,2,expressions,unintentional,expressions,ambiguous,unintentional,expressions,expressions,intentional,expressions,intentional,ambiguous,expressions,intentional,unintentional,ambiguous,unintentional,intentional,unintentional,intentional,intentional,jumped up and down,yawned during a lecture,yelled loudly,drove above the speed limit,fell down,danced,laughed,invited Sue to have lunch,cried,stole a pound of peaches,interrupted his mother,smiled,watered his new plants,snored in his sleep,ignored Greg's arguments,stubbed his toe,bought a round of drinks for everyone,won the lottery,read a book,bought a drink,9,14,8,17,12,11,10,4,7,3,19,6,5,15,18,16,2,13,0,1,44,48,73,82,28,44,9,68,44,84,89,46,100,4,23,8,79,20,97,94,20,38,37,65,7,29,61,68,19,66,39,53,54,4,83,6,37,58,81,69,97,52,82,44,7,71,76,68,98,12,25,72,29,4,53,6,89,6,21,79,26,96,48,39,97,69,51,21,71,61,54,64,63,96,24,98,69,96,29,57,25816,57250,19375,16762,152580,10614,897353,12199,15100,17149,16436,16824,16171,8991,12852,8938,27271,14236,15881,10321
87,M,35,English,Chrome,47,Windows,12,16,9,6,1,8,4,11,13,20,3,15,5,18,10,14,19,17,7,2,expressions,unintentional,expressions,intentional,intentional,expressions,intentional,expressions,unintentional,ambiguous,intentional,unintentional,intentional,ambiguous,expressions,unintentional,ambiguous,unintentional,expressions,intentional,danced,snored in his sleep,yelled loudly,watered his new plants,read a book,cried,stole a pound of peaches,laughed,fell down,interrupted his mother,bought a round of drinks for everyone,yawned during a lecture,invited Sue to have lunch,drove above the speed limit,jumped up and down,won the lottery,ignored Greg's arguments,stubbed his toe,smiled,bought a drink,11,15,8,5,0,7,3,10,12,19,2,14,4,17,9,13,18,16,6,1,0,0,98,97,100,0,100,0,0,98,54,0,100,50,100,0,100,0,0,100,2,0,99,1,0,0,59,0,0,99,0,0,19,100,0,0,100,0,52,0,1,0,99,1,0,100,0,100,0,98,100,0,52,0,100,0,99,0,100,0,100,100,98,47,51,100,100,100,100,98,54,99,100,52,50,100,53,100,100,53,12224,8197,9759,13536,10000,13110,9776,9272,6480,7520,10320,8224,11734,8785,10198,8649,7414,5496,7552,8448
88,F,35,english,Chrome,47,Windows,15,13,16,11,2,8,18,12,14,6,17,7,1,4,20,5,3,19,9,10,unintentional,unintentional,unintentional,expressions,intentional,expressions,ambiguous,expressions,unintentional,intentional,unintentional,expressions,intentional,intentional,ambiguous,intentional,intentional,ambiguous,expressions,expressions,yawned during a lecture,fell down,snored in his sleep,laughed,bought a drink,cried,drove above the speed limit,danced,won the lottery,watered his new plants,stubbed his toe,smiled,read a book,stole a pound of peaches,interrupted his mother,invited Sue to have lunch,bought a round of drinks for everyone,ignored Greg's arguments,yelled loudly,jumped up and down,14,12,15,10,1,7,17,11,13,5,16,6,0,3,19,4,2,18,8,9,2,9,4,21,78,4,75,71,15,90,5,27,71,67,64,68,48,15,65,27,3,0,0,50,32,46,4,5,13,2,0,17,12,6,4,11,56,71,51,16,44,1,0,87,32,98,47,71,3,3,8,89,1,8,64,68,48,34,94,86,94,97,100,87,68,69,21,71,100,33,94,85,53,21,29,47,49,14,19,29,13791,18183,29393,14176,15880,11035,10986,21830,71954,17191,12411,10587,9005,9609,11379,24714,17204,12248,8530,9321
89,M,35,english,Chrome,47,Windows,12,13,20,1,14,8,17,5,18,15,9,11,7,16,3,2,19,10,4,6,expressions,unintentional,ambiguous,intentional,unintentional,expressions,unintentional,intentional,ambiguous,unintentional,expressions,expressions,expressions,unintentional,intentional,intentional,ambiguous,expressions,intentional,intentional,danced,fell down,interrupted his mother,read a book,won the lottery,cried,stubbed his toe,invited Sue to have lunch,drove above the speed limit,yawned during a lecture,yelled loudly,laughed,smiled,snored in his sleep,bought a round of drinks for everyone,bought a drink,ignored Greg's arguments,jumped up and down,stole a pound of peaches,watered his new plants,11,12,19,0,13,7,16,4,17,14,8,10,6,15,2,1,18,9,3,5,82,44,51,45,47,37,66,58,47,31,61,65,46,68,60,16,54,28,70,7,52,41,51,42,56,45,51,55,51,17,56,11,32,53,47,43,50,54,83,31,53,63,69,60,38,60,36,43,59,7,35,89,63,27,34,24,33,41,55,25,64,73,45,77,63,57,53,51,27,88,82,34,29,40,71,48,33,54,51,78,8311,9720,41139,93523,7829,7951,8068,8567,8408,10507,11479,12716,17872,12490,7986,14303,8843,6010,5095,5418
90,F,35,english,Chrome,47,Windows,20,11,9,7,3,4,15,12,16,2,14,6,19,5,13,8,1,10,17,18,ambiguous,expressions,expressions,expressions,intentional,intentional,unintentional,expressions,unintentional,intentional,unintentional,intentional,ambiguous,intentional,unintentional,expressions,intentional,expressions,unintentional,ambiguous,interrupted his mother,laughed,yelled loudly,smiled,bought a round of drinks for everyone,stole a pound of peaches,yawned during a lecture,danced,snored in his sleep,bought a drink,won the lottery,watered his new plants,ignored Greg's arguments,invited Sue to have lunch,fell down,cried,read a book,jumped up and down,stubbed his toe,drove above the speed limit,19,10,8,6,2,3,14,11,15,1,13,5,18,4,12,7,0,9,16,17,83,8,15,3,34,92,1,81,2,95,1,98,49,98,5,2,93,87,2,97,86,80,17,52,3,6,1,29,2,53,3,2,96,7,2,94,68,5,2,36,27,92,94,95,5,8,1,57,3,55,2,2,47,46,3,98,3,61,2,24,78,94,90,93,86,91,97,95,98,5,100,52,62,4,98,3,3,10,94,56,19263,11643,9583,15361,9894,32455,10910,13056,8075,11800,9590,9175,11326,12696,6831,11551,7936,9974,6486,10447
91,F,35,English,Firefox,43,Windows,6,15,11,9,8,7,13,1,20,14,2,16,4,12,18,10,5,19,17,3,intentional,unintentional,expressions,expressions,expressions,expressions,unintentional,intentional,ambiguous,unintentional,intentional,unintentional,intentional,expressions,ambiguous,expressions,intentional,ambiguous,unintentional,intentional,watered his new plants,yawned during a lecture,laughed,yelled loudly,cried,smiled,fell down,read a book,interrupted his mother,won the lottery,bought a drink,snored in his sleep,stole a pound of peaches,danced,drove above the speed limit,jumped up and down,invited Sue to have lunch,ignored Greg's arguments,stubbed his toe,bought a round of drinks for everyone,5,14,10,8,7,6,12,0,19,13,1,15,3,11,17,9,4,18,16,2,49,1,2,1,1,0,2,98,1,0,99,2,53,46,51,98,53,2,1,47,49,2,98,99,98,98,1,98,99,0,98,2,98,99,98,99,98,96,2,99,49,1,98,99,98,98,1,48,99,0,47,2,53,99,51,98,52,97,1,99,98,100,100,98,98,99,99,100,99,99,99,99,99,100,98,99,98,98,100,98,184277,7089,7074,8291,6362,8717,9466,12475,9098,8101,20322,7288,9443,6776,8244,7817,6909,8358,6657,14246
92,M,35,English,Chrome,47,Mac,13,15,5,18,1,19,10,17,7,8,20,14,9,2,6,3,12,11,4,16,unintentional,unintentional,intentional,ambiguous,intentional,ambiguous,expressions,unintentional,expressions,expressions,ambiguous,unintentional,expressions,intentional,intentional,intentional,expressions,expressions,intentional,unintentional,fell down,yawned during a lecture,invited Sue to have lunch,drove above the speed limit,read a book,ignored Greg's arguments,jumped up and down,stubbed his toe,smiled,cried,interrupted his mother,won the lottery,yelled loudly,bought a drink,watered his new plants,bought a round of drinks for everyone,danced,laughed,stole a pound of peaches,snored in his sleep,12,14,4,17,0,18,9,16,6,7,19,13,8,1,5,2,11,10,3,15,4,30,71,81,75,86,62,2,89,69,45,48,69,74,73,65,78,69,62,0,0,50,61,74,66,83,57,1,57,58,74,2,52,63,53,64,1,47,1,0,2,64,75,81,77,93,94,1,88,93,49,2,83,1,2,26,57,92,2,1,2,37,69,79,74,87,56,3,84,65,49,71,67,69,68,63,70,66,68,1,8304,5845,6968,5019,4012,5543,5763,5127,3704,4418,6955,5984,3690,6534,5260,10147,6432,4458,8033,4706
93,M,25,Chinese,Chrome,47,Windows,4,12,17,13,11,9,14,10,15,6,7,5,20,19,1,18,8,3,16,2,intentional,expressions,unintentional,unintentional,expressions,expressions,unintentional,expressions,unintentional,intentional,expressions,intentional,ambiguous,ambiguous,intentional,ambiguous,expressions,intentional,unintentional,intentional,stole a pound of peaches,danced,stubbed his toe,fell down,laughed,yelled loudly,won the lottery,jumped up and down,yawned during a lecture,watered his new plants,smiled,invited Sue to have lunch,interrupted his mother,ignored Greg's arguments,read a book,drove above the speed limit,cried,bought a round of drinks for everyone,snored in his sleep,bought a drink,3,11,16,12,10,8,13,9,14,5,6,4,19,18,0,17,7,2,15,1,92,66,0,16,30,24,74,69,10,98,69,97,94,68,96,97,11,88,0,90,22,11,1,2,54,42,78,19,5,52,61,51,75,96,80,30,60,27,0,30,69,91,1,26,97,96,43,78,77,10,81,79,87,91,20,66,98,75,0,78,76,73,86,85,72,59,46,67,71,15,58,91,85,75,65,85,47,82,85,72,10277,7448,7294,8318,8599,10384,10253,7249,7228,8095,6589,11086,6937,7957,8958,7398,8063,8357,8951,10126
94,M,35,English,Chrome,47,Windows,6,11,4,14,19,2,5,10,18,20,16,17,12,8,9,13,3,1,15,7,intentional,expressions,intentional,unintentional,ambiguous,intentional,intentional,expressions,ambiguous,ambiguous,unintentional,unintentional,expressions,expressions,expressions,unintentional,intentional,intentional,unintentional,expressions,watered his new plants,laughed,stole a pound of peaches,won the lottery,ignored Greg's arguments,bought a drink,invited Sue to have lunch,jumped up and down,drove above the speed limit,interrupted his mother,snored in his sleep,stubbed his toe,danced,cried,yelled loudly,fell down,bought a round of drinks for everyone,read a book,yawned during a lecture,smiled,5,10,3,13,18,1,4,9,17,19,15,16,11,7,8,12,2,0,14,6,87,33,80,65,77,51,85,79,56,68,10,13,67,40,78,3,91,88,23,59,61,59,66,34,71,48,66,56,67,65,14,16,55,49,55,13,62,74,35,48,63,86,81,45,78,62,82,76,67,87,15,11,79,99,95,13,93,58,26,82,57,81,85,96,85,77,68,83,80,78,90,60,77,89,92,38,94,85,63,84,12773,8174,8343,9611,11093,6771,6755,7074,7138,5943,9968,7689,5876,8107,6193,8620,8940,7957,7220,6036
95,F,35,English,Chrome,47,Windows,5,20,11,2,14,4,15,9,13,1,16,8,19,7,3,12,6,10,17,18,intentional,ambiguous,expressions,intentional,unintentional,intentional,unintentional,expressions,unintentional,intentional,unintentional,expressions,ambiguous,expressions,intentional,expressions,intentional,expressions,unintentional,ambiguous,invited Sue to have lunch,interrupted his mother,laughed,bought a drink,won the lottery,stole a pound of peaches,yawned during a lecture,yelled loudly,fell down,read a book,snored in his sleep,cried,ignored Greg's arguments,smiled,bought a round of drinks for everyone,danced,watered his new plants,jumped up and down,stubbed his toe,drove above the speed limit,4,19,10,1,13,3,14,8,12,0,15,7,18,6,2,11,5,9,16,17,83,82,14,75,2,66,11,68,0,79,2,18,68,24,64,13,97,22,1,66,46,73,42,72,2,61,13,40,0,50,2,63,66,61,73,48,83,28,1,82,66,94,98,21,2,55,51,92,0,50,2,99,64,100,58,76,5,72,1,5,1,24,79,43,99,49,74,45,98,8,97,67,1,42,0,29,4,3,98,22,32178,12407,11123,15876,14675,12135,11954,12844,10334,8754,7951,13838,15899,10982,9091,8423,8510,11443,8070,11140
96,F,35,English,Chrome,47,Windows,19,5,9,16,7,13,17,6,12,3,14,1,4,8,20,10,15,11,2,18,ambiguous,intentional,expressions,unintentional,expressions,unintentional,unintentional,intentional,expressions,intentional,unintentional,intentional,intentional,expressions,ambiguous,expressions,unintentional,expressions,intentional,ambiguous,ignored Greg's arguments,invited Sue to have lunch,yelled loudly,snored in his sleep,smiled,fell down,stubbed his toe,watered his new plants,danced,bought a round of drinks for everyone,won the lottery,read a book,stole a pound of peaches,cried,interrupted his mother,jumped up and down,yawned during a lecture,laughed,bought a drink,drove above the speed limit,18,4,8,15,6,12,16,5,11,2,13,0,3,7,19,9,14,10,1,17,49,93,12,5,4,8,6,94,51,95,76,85,88,6,85,73,3,8,58,84,90,7,8,5,6,7,6,75,6,80,7,10,69,8,70,8,5,30,9,64,77,55,79,6,95,8,7,5,66,53,6,7,5,94,39,73,53,89,10,3,48,9,78,89,93,92,89,54,91,75,88,54,83,89,69,79,95,89,93,86,34685,18932,12998,10785,10275,13239,15079,12620,11173,10664,8721,11402,13385,12022,11411,9961,11415,15325,12464,8981
